"","monitoring_period","grid","station","common_name","full_density_km2","Year","GridYear","Dist","AnthroDistPerc","EVI","MFADim1","MFADim2","PCADim1","PCADim2","MFAwLag","PCA1wLagNo","PCA2wLagNo","PCA2wLag1Y","MFADim1No2016","MFADim2No2016","ScaledMFADim1No2016","ScaledEvi","ScaledDirAlt","ScaledPCADim1","ScaledPCADim2","ScaledMFADim2No2016","ScaledBufAlt"
"84","monitor_2017","CAL",96,"White-tailed Deer",0,"2017","CAL2017",14.5878569444444,98.7330050155603,1733.351772,-6.14061113549254,1.18551680999229,2.07900688423406,-3.03773016657566,-6.12387170336505,2.1104069566387,-1.82975716704391,2.85081299972639,-6.1761516333386,0.902888935517722,0,0.543552787343579,0.936479695091527,0.819980597104433,0.0149855431609415,0.592060064910881,1
"88","monitor_2017","CAL",97,"White-tailed Deer",3.362172053,"2017","CAL2017",14.5878569444444,98.7330050155603,1733.351772,-6.14061113549254,1.18551680999229,2.07900688423406,-3.03773016657566,-6.12387170336505,2.1104069566387,-1.82975716704391,2.85081299972639,-6.1761516333386,0.902888935517722,0,0.543552787343579,0.936479695091527,0.819980597104433,0.0149855431609415,0.592060064910881,1
"92","monitor_2017","CAL",98,"White-tailed Deer",0.452716698,"2017","CAL2017",14.5878569444444,98.7330050155603,1733.351772,-6.14061113549254,1.18551680999229,2.07900688423406,-3.03773016657566,-6.12387170336505,2.1104069566387,-1.82975716704391,2.85081299972639,-6.1761516333386,0.902888935517722,0,0.543552787343579,0.936479695091527,0.819980597104433,0.0149855431609415,0.592060064910881,1
"96","monitor_2017","CHR",101,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"100","monitor_2017","CHR",102,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"104","monitor_2017","CHR",103,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"108","monitor_2017","CHR",104,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"112","monitor_2017","CHR",105,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"116","monitor_2017","CHR",106,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"120","monitor_2017","CHR",107,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"124","monitor_2017","CHR",108,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"128","monitor_2017","CHR",109,"White-tailed Deer",0.409793129,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"131","monitor_2017","CHR",110,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"135","monitor_2017","CHR",111,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"139","monitor_2017","CHR",112,"White-tailed Deer",2.085267785,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"143","monitor_2017","CHR",113,"White-tailed Deer",0.307523286,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"147","monitor_2017","CHR",114,"White-tailed Deer",0.0703976,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"151","monitor_2017","CHR",115,"White-tailed Deer",1.737272718,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"155","monitor_2017","CHR",116,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"159","monitor_2017","CHR",117,"White-tailed Deer",0.027872536,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"163","monitor_2017","CHR",118,"White-tailed Deer",0.014808706,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"166","monitor_2017","CHR",119,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"170","monitor_2017","CHR",120,"White-tailed Deer",1.355258567,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"174","monitor_2017","CHR",121,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"178","monitor_2017","CHR",122,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"182","monitor_2017","CHR",123,"White-tailed Deer",0.21553835,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"186","monitor_2017","CHR",124,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"189","monitor_2017","CHR",126,"White-tailed Deer",0,"2017","CHR2017",12.1003310810811,95.7464682658615,963.6981328,-0.254525784869995,0.379873197476802,0.493449822550623,-1.48865955622016,0.0124918416893851,0.533928199498187,-0.0809221013858071,0.950655031288748,-0.340684321499879,0.353670837100357,0.578127924906154,0.217227867586231,0.775834934771956,0.658547268777161,0.287711432437788,0.505308073945592,0.95929327700558
"192","monitor_2017","DEW",10,"White-tailed Deer",0.27636855,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"195","monitor_2017","DEW",12,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"198","monitor_2017","DEW",13,"White-tailed Deer",0.117367485,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"201","monitor_2017","DEW",14,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"204","monitor_2017","DEW",15,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"207","monitor_2017","DEW",16,"White-tailed Deer",0.947822468,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"210","monitor_2017","DEW",17,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"213","monitor_2017","DEW",19,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"216","monitor_2017","DEW",20,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"219","monitor_2017","DEW",23,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"222","monitor_2017","DEW",24,"White-tailed Deer",0.048052445,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"225","monitor_2017","DEW",25,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"228","monitor_2017","DEW",3,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"231","monitor_2017","DEW",4,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"234","monitor_2017","DEW",5,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"237","monitor_2017","DEW",6,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"240","monitor_2017","DEW",7,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"243","monitor_2017","DEW",9,"White-tailed Deer",0,"2017","DEW2017",12.8122865796374,58.3488517423251,983.7144397,0.35477442861542,-1.90609213590712,0.891025021840012,-3.04018597978049,0.086562832039092,1.32656535169176,-1.14070036717248,0.66069416012189,0.46624858229595,-2.10183989338513,0.658071898589898,0.225714567850223,0.821813118198414,0.699026346593207,0.0145531782088808,0.117446775637886,0.449560920077887
"247","monitor_2017","FMM",1,"White-tailed Deer",0,"2017","FMM2017",4.88139295774648,89.7117171311496,1367.067669,2.29139271554327,3.13912304961686,-1.50959224777163,-1.29067752783144,2.16559538228799,-1.16189411433928,0.437830875361911,-0.00895636183377646,2.16071806624842,3.15554762614795,0.825945365139326,0.388252241186079,0.309634923883654,0.454607747453122,0.322567703283153,0.947879778319029,0.877039160157444
